platform,plugin,task,run,dry_run,prepare_only,failed,timed_out,metrics_included,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_tokens,provider_estimated_cost_usd,input_cost_usd,output_cost_usd,calculated_cost_usd,saved_vs_baseline,saved_percent,saved_cost_vs_baseline,saved_cost_percent
claude-code,tokenwarden,core-api-read-write-ledger,3,false,false,false,false,true,204326,64405,4061,48315,0,116781,0.4477075,0.32202500,0.10152500,0.42355000,802934,87.30,2.18581000,83.77
claude-code,context-mode,core-api-read-write-ledger,3,false,false,false,false,true,603930,549302,5911,463281,0,1018494,3.1259254999999997,2.74651000,0.14777500,2.89428500,-98779,-10.74,-0.28492500,-10.92
claude-code,rtk,core-api-read-write-ledger,3,false,false,true,false,false,15,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,core-api-read-write-ledger,3,false,false,true,false,true,600354,169721,937,87818,0,258476,0.9159390000000001,0.84860500,0.02342500,0.87203000,661239,71.90,1.73733000,66.58
claude-code,baseline,react-state-bug-fix,3,false,false,false,false,true,44055,26036,904,22397,0,49337,0.1639785,0.13018000,0.02260000,0.15278000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,react-state-bug-fix,3,false,false,false,false,true,57648,23698,1237,19878,0,44813,0.159354,0.11849000,0.03092500,0.14941500,4524,9.17,0.00336500,2.20
claude-code,context-mode,react-state-bug-fix,3,false,false,false,false,true,97296,109993,1897,102019,0,213909,0.6483995,0.54996500,0.04742500,0.59739000,-164572,-333.57,-0.44461000,-291.01
claude-code,rtk,react-state-bug-fix,3,false,false,true,false,false,14,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,react-state-bug-fix,3,false,false,false,false,true,31242,23915,536,19794,0,44245,0.142872,0.11957500,0.01340000,0.13297500,5092,10.32,0.01980500,12.96
claude-code,baseline,next-api-route-fix,3,false,false,false,false,true,67097,35159,1432,30421,0,67012,0.2268055,0.17579500,0.03580000,0.21159500,0,0.00,0.00000000,0.00
claude-code,tokenwarden,next-api-route-fix,3,false,false,false,false,true,74420,39038,1578,33794,0,74410,0.251537,0.19519000,0.03945000,0.23464000,-7398,-11.04,-0.02304500,-10.89
claude-code,context-mode,next-api-route-fix,3,false,false,false,false,true,81437,80600,1572,73553,0,155725,0.4790765,0.40300000,0.03930000,0.44230000,-88713,-132.38,-0.23070500,-109.03
claude-code,rtk,next-api-route-fix,3,false,false,true,false,false,14,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,next-api-route-fix,3,false,false,false,false,true,35444,24381,630,19945,0,44956,0.14762750000000002,0.12190500,0.01575000,0.13765500,22056,32.91,0.07394000,34.94
claude-code,baseline,cli-flag-parsing-fix,3,false,false,false,false,true,62219,21460,1433,18432,0,41325,0.152341,0.10730000,0.03582500,0.14312500,0,0.00,0.00000000,0.00
claude-code,tokenwarden,cli-flag-parsing-fix,3,false,false,false,false,true,75206,38178,1613,33133,0,72924,0.24778150000000002,0.19089000,0.04032500,0.23121500,-31599,-76.46,-0.08809000,-61.55
claude-code,context-mode,cli-flag-parsing-fix,3,false,false,false,false,true,53459,50739,950,44800,0,96489,0.299845,0.25369500,0.02375000,0.27744500,-55164,-133.49,-0.13432000,-93.85
claude-code,rtk,cli-flag-parsing-fix,3,false,false,true,false,false,15,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,cli-flag-parsing-fix,3,false,false,false,false,true,57200,45852,1160,41155,0,88167,0.2788375,0.22926000,0.02900000,0.25826000,-46842,-113.35,-0.11513500,-80.44
claude-code,baseline,large-test-log-debug,3,false,false,false,false,true,48407,30142,764,22453,0,53359,0.18103650000000002,0.15071000,0.01910000,0.16981000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,large-test-log-debug,3,false,false,false,false,true,47623,33166,713,25339,0,59218,0.1963245,0.16583000,0.01782500,0.18365500,-5859,-10.98,-0.01384500,-8.15
claude-code,context-mode,large-test-log-debug,3,false,false,false,false,true,46734,54224,754,48007,0,102985,0.31397349999999996,0.27112000,0.01885000,0.28997000,-49626,-93.00,-0.12016000,-70.76
claude-code,rtk,large-test-log-debug,3,false,false,true,false,false,15,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,large-test-log-debug,3,false,false,false,false,true,34003,26908,549,21805,0,49262,0.1591675,0.13454000,0.01372500,0.14826500,4097,7.68,0.02154500,12.69
claude-code,baseline,typecheck-flood-debug,3,false,false,true,false,true,64717,60444,1370,55998,0,117812,0.36446900000000004,0.30222000,0.03425000,0.33647000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,typecheck-flood-debug,3,false,false,true,false,true,43258,30372,813,25814,0,56999,0.185092,0.15186000,0.02032500,0.17218500,60813,51.62,0.16428500,48.83
claude-code,context-mode,typecheck-flood-debug,3,false,false,true,false,true,47481,64007,815,58442,0,123264,0.36963100000000004,0.32003500,0.02037500,0.34041000,-5452,-4.63,-0.00394000,-1.17
claude-code,rtk,typecheck-flood-debug,3,false,false,true,false,false,17,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,typecheck-flood-debug,3,false,false,true,false,true,39624,23529,783,19703,0,44015,0.14707150000000002,0.11764500,0.01957500,0.13722000,73797,62.64,0.19925000,59.22
claude-code,baseline,build-failure-debug,3,false,false,false,false,true,29383,19277,565,16324,0,36166,0.118672,0.09638500,0.01412500,0.11051000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,build-failure-debug,3,false,false,false,false,true,39476,21923,777,18308,0,41008,0.13819399999999998,0.10961500,0.01942500,0.12904000,-4842,-13.39,-0.01853000,-16.77
claude-code,context-mode,build-failure-debug,3,false,false,false,false,true,43299,63395,737,58249,0,122381,0.36452450000000003,0.31697500,0.01842500,0.33540000,-86215,-238.39,-0.22489000,-203.50
claude-code,rtk,build-failure-debug,3,false,false,true,false,false,15,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,build-failure-debug,3,false,false,false,false,true,26821,22909,450,19157,0,42516,0.13537349999999998,0.11454500,0.01125000,0.12579500,-6350,-17.56,-0.01528500,-13.83
claude-code,baseline,multi-file-rename-migration,3,false,false,false,false,true,60258,31819,1343,28501,0,61663,0.20692049999999998,0.15909500,0.03357500,0.19267000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,multi-file-rename-migration,3,false,false,false,false,true,62055,29253,1328,25195,0,55776,0.19206249999999997,0.14626500,0.03320000,0.17946500,5887,9.55,0.01320500,6.85
claude-code,context-mode,multi-file-rename-migration,3,false,false,false,false,true,69534,63590,1324,57478,0,122392,0.37978900000000004,0.31795000,0.03310000,0.35105000,-60729,-98.49,-0.15838000,-82.20
claude-code,rtk,multi-file-rename-migration,3,false,false,true,false,false,14,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,multi-file-rename-migration,3,false,false,false,false,true,46674,30436,919,26073,0,57428,0.1881915,0.15218000,0.02297500,0.17515500,4235,6.87,0.01751500,9.09
claude-code,baseline,feature-add-small,3,false,false,false,false,true,56091,32516,1208,28721,0,62445,0.20714050000000003,0.16258000,0.03020000,0.19278000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,feature-add-small,3,false,false,false,false,true,39739,22166,780,18482,0,41428,0.139571,0.11083000,0.01950000,0.13033000,21017,33.66,0.06245000,32.39
claude-code,context-mode,feature-add-small,3,false,false,false,false,true,35880,49817,563,44808,0,95188,0.28556400000000004,0.24908500,0.01407500,0.26316000,-32743,-52.43,-0.07038000,-36.51
claude-code,rtk,feature-add-small,3,false,false,true,false,false,14,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,feature-add-small,3,false,false,false,false,true,32770,23416,585,19352,0,43353,0.14138099999999998,0.11708000,0.01462500,0.13170500,19092,30.57,0.06107500,31.68
claude-code,baseline,refactor-no-behavior-change,3,false,false,false,false,true,34642,19850,702,16805,0,37357,0.12520250000000002,0.09925000,0.01755000,0.11680000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,refactor-no-behavior-change,3,false,false,false,false,true,37710,22234,747,18858,0,41839,0.139274,0.11117000,0.01867500,0.12984500,-4482,-12.00,-0.01304500,-11.17
claude-code,context-mode,refactor-no-behavior-change,3,false,false,false,false,true,36952,49968,579,44853,0,95400,0.2867415,0.24984000,0.01447500,0.26431500,-58043,-155.37,-0.14751500,-126.30
claude-code,rtk,refactor-no-behavior-change,3,false,false,true,false,false,14,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,refactor-no-behavior-change,3,false,false,false,false,true,29039,23337,506,19600,0,43443,0.139135,0.11668500,0.01265000,0.12933500,-6086,-16.29,-0.01253500,-10.73
claude-code,baseline,code-review-diagnosis,3,false,false,true,false,true,62987,15061,1484,12464,0,29009,0.11863699999999999,0.07530500,0.03710000,0.11240500,0,0.00,0.00000000,0.00
claude-code,tokenwarden,code-review-diagnosis,3,false,false,true,false,true,57988,21843,1297,18626,0,41766,0.150953,0.10921500,0.03242500,0.14164000,-12757,-43.98,-0.02923500,-26.01
claude-code,context-mode,code-review-diagnosis,3,false,false,true,false,true,48234,37203,936,32903,0,71042,0.22586650000000003,0.18601500,0.02340000,0.20941500,-42033,-144.90,-0.09701000,-86.30
claude-code,rtk,code-review-diagnosis,3,false,false,true,false,false,17,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,code-review-diagnosis,3,false,false,true,false,true,35254,23099,683,19483,0,43265,0.1423115,0.11549500,0.01707500,0.13257000,-14256,-49.14,-0.02016500,-17.94
claude-code,baseline,docs-from-code,3,false,false,false,false,true,44788,20223,969,17167,0,38359,0.1339235,0.10111500,0.02422500,0.12534000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,docs-from-code,3,false,false,false,false,true,49229,28397,1024,24636,0,54057,0.17990299999999998,0.14198500,0.02560000,0.16758500,-15698,-40.92,-0.04224500,-33.70
claude-code,context-mode,docs-from-code,3,false,false,false,false,true,44367,37007,836,32750,0,70593,0.22231,0.18503500,0.02090000,0.20593500,-32234,-84.03,-0.08059500,-64.30
claude-code,rtk,docs-from-code,3,false,false,true,false,false,13,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,,,,
claude-code,caveman,docs-from-code,3,false,false,false,false,true,39637,34729,793,31114,0,66636,0.209027,0.17364500,0.01982500,0.19347000,-28277,-73.72,-0.06813000,-54.36
