plugin,task,run,dry_run,prepare_only,failed,timed_out,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_tokens,provider_estimated_cost_usd,input_cost_usd,output_cost_usd,calculated_cost_usd,saved_vs_baseline,saved_percent,saved_cost_vs_baseline,saved_cost_percent
openslimedit,large-test-log-debug,3,false,false,false,false,96188,81718,503,0,0,82440,0,0.40859000,0.01257500,0.42116500,-50011,-154.22,-0.25028000,-146.46
dcp,large-test-log-debug,3,false,false,false,false,50691,37914,461,0,0,38484,0,0.18957000,0.01152500,0.20109500,-6055,-18.67,-0.03021000,-17.68
openrtk,large-test-log-debug,3,false,false,false,false,94567,97802,535,0,0,98500,0,0.48901000,0.01337500,0.50238500,-66071,-203.74,-0.33150000,-193.99
baseline,typecheck-flood-debug,3,false,false,true,false,33542,38288,664,0,0,39087,0,0.19144000,0.01660000,0.20804000,0,0.00,0.00000000,0.00
tokenwarden,typecheck-flood-debug,3,false,false,true,false,39893,31267,583,0,0,31982,0,0.15633500,0.01457500,0.17091000,7105,18.18,0.03713000,17.85
openslimedit,typecheck-flood-debug,3,false,false,true,false,44260,27406,599,0,0,28397,0,0.13703000,0.01497500,0.15200500,10690,27.35,0.05603500,26.93
dcp,typecheck-flood-debug,3,false,false,true,false,50139,56466,911,0,0,57533,0,0.28233000,0.02277500,0.30510500,-18446,-47.19,-0.09706500,-46.66
openrtk,typecheck-flood-debug,3,false,false,true,false,47455,55213,875,0,0,56411,0,0.27606500,0.02187500,0.29794000,-17324,-44.32,-0.08990000,-43.21
baseline,build-failure-debug,3,false,false,false,false,31921,44321,654,0,0,45139,0,0.22160500,0.01635000,0.23795500,0,0.00,0.00000000,0.00
tokenwarden,build-failure-debug,3,false,false,false,false,34360,39707,542,0,0,40417,0,0.19853500,0.01355000,0.21208500,4722,10.46,0.02587000,10.87
openslimedit,build-failure-debug,3,false,false,false,false,32020,18888,473,0,0,19476,0,0.09444000,0.01182500,0.10626500,25663,56.85,0.13169000,55.34
dcp,build-failure-debug,3,false,false,false,false,40041,34038,396,0,0,34533,0,0.17019000,0.00990000,0.18009000,10606,23.50,0.05786500,24.32
openrtk,build-failure-debug,3,false,false,false,false,39178,35918,645,0,0,36667,0,0.17959000,0.01612500,0.19571500,8472,18.77,0.04224000,17.75
baseline,multi-file-rename-migration,3,false,false,false,false,38823,44884,912,0,0,46031,0,0.22442000,0.02280000,0.24722000,0,0.00,0.00000000,0.00
tokenwarden,multi-file-rename-migration,3,false,false,false,false,53178,58002,1083,0,0,59450,0,0.29001000,0.02707500,0.31708500,-13419,-29.15,-0.06986500,-28.26
openslimedit,multi-file-rename-migration,3,false,false,false,false,42740,30276,800,0,0,31274,0,0.15138000,0.02000000,0.17138000,14757,32.06,0.07584000,30.68
dcp,multi-file-rename-migration,3,false,false,false,false,65534,59664,1355,0,0,61366,0,0.29832000,0.03387500,0.33219500,-15335,-33.31,-0.08497500,-34.37
openrtk,multi-file-rename-migration,3,false,false,false,false,62161,98168,1328,0,0,99849,0,0.49084000,0.03320000,0.52404000,-53818,-116.92,-0.27682000,-111.97
baseline,feature-add-small,3,false,false,false,false,38721,43685,940,0,0,44794,0,0.21842500,0.02350000,0.24192500,0,0.00,0.00000000,0.00
tokenwarden,feature-add-small,3,false,false,false,false,38376,31152,562,0,0,31829,0,0.15576000,0.01405000,0.16981000,12965,28.94,0.07211500,29.81
openslimedit,feature-add-small,3,false,false,false,false,100300,100795,2040,0,0,104121,0,0.50397500,0.05100000,0.55497500,-59327,-132.44,-0.31305000,-129.40
dcp,feature-add-small,3,false,false,false,false,43150,34340,527,0,0,34962,0,0.17170000,0.01317500,0.18487500,9832,21.95,0.05705000,23.58
openrtk,feature-add-small,3,false,false,false,false,43045,45164,895,0,0,46219,0,0.22582000,0.02237500,0.24819500,-1425,-3.18,-0.00627000,-2.59
baseline,refactor-no-behavior-change,3,false,false,false,false,28588,28411,580,0,0,29123,0,0.14205500,0.01450000,0.15655500,0,0.00,0.00000000,0.00
tokenwarden,refactor-no-behavior-change,3,false,false,false,false,34853,23281,527,0,0,23961,0,0.11640500,0.01317500,0.12958000,5162,17.72,0.02697500,17.23
openslimedit,refactor-no-behavior-change,3,false,false,false,false,36539,19314,558,0,0,20014,0,0.09657000,0.01395000,0.11052000,9109,31.28,0.04603500,29.41
dcp,refactor-no-behavior-change,3,false,false,false,false,44217,34610,582,0,0,35299,0,0.17305000,0.01455000,0.18760000,-6176,-21.21,-0.03104500,-19.83
openrtk,refactor-no-behavior-change,3,false,false,false,false,34272,28384,602,0,0,29107,0,0.14192000,0.01505000,0.15697000,16,0.05,-0.00041500,-0.27
baseline,code-review-diagnosis,3,false,false,true,false,78407,110772,1683,0,0,112835,0,0.55386000,0.04207500,0.59593500,0,0.00,0.00000000,0.00
tokenwarden,code-review-diagnosis,3,false,false,true,false,96733,153573,2244,0,0,156430,0,0.76786500,0.05610000,0.82396500,-43595,-38.64,-0.22803000,-38.26
openslimedit,code-review-diagnosis,3,false,false,true,false,71790,52222,1664,0,0,54493,0,0.26111000,0.04160000,0.30271000,58342,51.71,0.29322500,49.20
dcp,code-review-diagnosis,3,false,false,true,false,74707,73444,1529,0,0,75158,0,0.36722000,0.03822500,0.40544500,37677,33.39,0.19049000,31.96
openrtk,code-review-diagnosis,3,false,false,true,false,63662,28958,1877,0,0,31102,0,0.14479000,0.04692500,0.19171500,81733,72.44,0.40422000,67.83
baseline,docs-from-code,3,false,false,false,false,45817,58550,1213,0,0,59974,0,0.29275000,0.03032500,0.32307500,0,0.00,0.00000000,0.00
tokenwarden,docs-from-code,3,false,false,false,false,29614,22585,434,0,0,23091,0,0.11292500,0.01085000,0.12377500,36883,61.50,0.19930000,61.69
openslimedit,docs-from-code,3,false,false,false,false,46272,25561,826,0,0,26741,0,0.12780500,0.02065000,0.14845500,33233,55.41,0.17462000,54.05
dcp,docs-from-code,3,false,false,false,false,51803,53132,1078,0,0,54368,0,0.26566000,0.02695000,0.29261000,5606,9.35,0.03046500,9.43
openrtk,docs-from-code,3,false,false,false,false,35620,27216,500,0,0,27817,0,0.13608000,0.01250000,0.14858000,32157,53.62,0.17449500,54.01
