platform,plugin,task,run,dry_run,prepare_only,failed,timed_out,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_tokens,provider_estimated_cost_usd,input_cost_usd,output_cost_usd,calculated_cost_usd,saved_vs_baseline,saved_percent,saved_cost_vs_baseline,saved_cost_percent
claude-code,tokenwarden,core-api-read-write-ledger,3,false,false,false,false,239920,46632,4803,28794,0,80229,0.367632,0.23316000,0.12007500,0.35323500,392850,83.04,1.16132500,76.68
claude-code,context-mode,core-api-read-write-ledger,3,false,false,false,false,243853,125257,4405,108468,0,238130,0.790644,0.62628500,0.11012500,0.73641000,234949,49.66,0.77815000,51.38
claude-code,rtk,core-api-read-write-ledger,3,false,false,false,false,563058,272414,5923,189179,0,467516,1.6047345000000002,1.36207000,0.14807500,1.51014500,5563,1.18,0.00441500,0.29
claude-code,caveman,core-api-read-write-ledger,3,false,false,true,false,605625,372567,6483,288537,0,667587,2.1691785,1.86283500,0.16207500,2.02491000,-194508,-41.12,-0.51035000,-33.70
claude-code,baseline,react-state-bug-fix,3,false,false,false,false,74172,45357,1511,40428,0,87296,0.284774,0.22678500,0.03777500,0.26456000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,react-state-bug-fix,3,false,false,false,false,56257,23949,1090,19890,0,44929,0.15694,0.11974500,0.02725000,0.14699500,42367,48.53,0.11756500,44.44
claude-code,context-mode,react-state-bug-fix,3,false,false,false,false,70092,51545,831,45568,0,97944,0.301284,0.25772500,0.02077500,0.27850000,-10648,-12.20,-0.01394000,-5.27
claude-code,rtk,react-state-bug-fix,3,false,false,false,false,51750,30448,943,25988,0,57379,0.188809,0.15224000,0.02357500,0.17581500,29917,34.27,0.08874500,33.54
claude-code,caveman,react-state-bug-fix,3,false,false,false,false,122293,117722,2183,104654,0,224559,0.6955119999999999,0.58861000,0.05457500,0.64318500,-137263,-157.24,-0.37862500,-143.11
claude-code,baseline,next-api-route-fix,3,false,false,false,false,255640,271164,5779,262246,0,539189,1.631418,1.35582000,0.14447500,1.50029500,0,0.00,0.00000000,0.00
claude-code,tokenwarden,next-api-route-fix,3,false,false,false,false,211475,253467,4337,239680,0,497484,1.4956,1.26733500,0.10842500,1.37576000,41705,7.73,0.12453500,8.30
claude-code,context-mode,next-api-route-fix,3,false,false,false,false,104400,82641,1558,74869,0,159068,0.4895894999999999,0.41320500,0.03895000,0.45215500,380121,70.50,1.04814000,69.86
claude-code,rtk,next-api-route-fix,3,false,false,false,false,245197,381083,5099,369371,0,755553,2.2175755,1.90541500,0.12747500,2.03289000,-216364,-40.13,-0.53259500,-35.50
claude-code,caveman,next-api-route-fix,3,false,false,false,false,47247,25426,815,20756,0,46997,0.157883,0.12713000,0.02037500,0.14750500,492192,91.28,1.35279000,90.17
claude-code,baseline,cli-flag-parsing-fix,3,false,false,false,false,53867,21374,1066,17815,0,40255,0.1424275,0.10687000,0.02665000,0.13352000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,cli-flag-parsing-fix,3,false,false,false,false,59649,23935,1187,19617,0,44739,0.15915849999999998,0.11967500,0.02967500,0.14935000,-4484,-11.14,-0.01583000,-11.86
claude-code,context-mode,cli-flag-parsing-fix,3,false,false,false,false,124457,98713,2041,91422,0,192176,0.5903010000000001,0.49356500,0.05102500,0.54459000,-151921,-377.40,-0.41107000,-307.87
claude-code,rtk,cli-flag-parsing-fix,3,false,false,false,false,90102,38721,1812,33401,0,73934,0.2556055,0.19360500,0.04530000,0.23890500,-33679,-83.66,-0.10538500,-78.93
claude-code,caveman,cli-flag-parsing-fix,3,false,false,false,false,52507,33018,924,28134,0,62076,0.202257,0.16509000,0.02310000,0.18819000,-21821,-54.21,-0.05467000,-40.95
claude-code,baseline,large-test-log-debug,3,false,false,false,false,57470,40465,740,29725,0,70930,0.2356875,0.20232500,0.01850000,0.22082500,0,0.00,0.00000000,0.00
claude-code,tokenwarden,large-test-log-debug,3,false,false,false,false,44275,30616,780,26195,0,57591,0.18567750000000002,0.15308000,0.01950000,0.17258000,13339,18.81,0.04824500,21.85
claude-code,context-mode,large-test-log-debug,3,false,false,false,false,68106,55536,745,48905,0,105186,0.3207575,0.27768000,0.01862500,0.29630500,-34256,-48.30,-0.07548000,-34.18
claude-code,rtk,large-test-log-debug,3,false,false,false,false,48944,26682,822,21593,0,49097,0.16475649999999997,0.13341000,0.02055000,0.15396000,21833,30.78,0.06686500,30.28
claude-code,caveman,large-test-log-debug,3,false,false,false,false,42467,27791,509,19953,0,48253,0.1616565,0.13895500,0.01272500,0.15168000,22677,31.97,0.06914500,31.31
claude-code,baseline,typecheck-flood-debug,3,false,false,true,false,59049,33004,1216,29146,0,63366,0.209993,0.16502000,0.03040000,0.19542000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,typecheck-flood-debug,3,false,false,true,false,46038,30995,801,26114,0,57910,0.188057,0.15497500,0.02002500,0.17500000,5456,8.61,0.02042000,10.45
claude-code,context-mode,typecheck-flood-debug,3,false,false,true,false,56854,50847,871,45056,0,96774,0.29853799999999997,0.25423500,0.02177500,0.27601000,-33408,-52.72,-0.08059000,-41.24
claude-code,rtk,typecheck-flood-debug,3,false,false,true,false,152233,126536,3123,118342,0,248001,0.769926,0.63268000,0.07807500,0.71075500,-184635,-291.38,-0.51533500,-263.71
claude-code,caveman,typecheck-flood-debug,3,false,false,true,false,39106,24316,656,20159,0,45131,0.1480595,0.12158000,0.01640000,0.13798000,18235,28.78,0.05744000,29.39
claude-code,baseline,build-failure-debug,3,false,false,false,false,44209,26302,856,22971,0,50129,0.16439550000000003,0.13151000,0.02140000,0.15291000,0,0.00,0.00000000,0.00
claude-code,tokenwarden,build-failure-debug,3,false,false,false,false,51765,22870,977,19229,0,43076,0.1483895,0.11435000,0.02442500,0.13877500,7053,14.07,0.01413500,9.24
claude-code,context-mode,build-failure-debug,3,false,false,false,false,68800,63224,758,57447,0,121429,0.3637935,0.31612000,0.01895000,0.33507000,-71300,-142.23,-0.18216000,-119.13
claude-code,rtk,build-failure-debug,3,false,false,false,false,56311,35121,1077,31019,0,67217,0.21803949999999997,0.17560500,0.02692500,0.20253000,-17088,-34.09,-0.04962000,-32.45
claude-code,caveman,build-failure-debug,3,false,false,false,false,34090,23970,523,19973,0,44466,0.1429115,0.11985000,0.01307500,0.13292500,5663,11.30,0.01998500,13.07
claude-code,baseline,multi-file-rename-migration,3,false,false,false,false,71788,27279,1554,23392,0,52225,0.186941,0.13639500,0.03885000,0.17524500,0,0.00,0.00000000,0.00
claude-code,tokenwarden,multi-file-rename-migration,3,false,false,false,false,67911,29552,1399,25208,0,56159,0.19533900000000004,0.14776000,0.03497500,0.18273500,-3934,-7.53,-0.00749000,-4.27
claude-code,context-mode,multi-file-rename-migration,3,false,false,false,false,70000,64939,1215,59346,0,125500,0.38474300000000006,0.32469500,0.03037500,0.35507000,-73275,-140.31,-0.17982500,-102.61
claude-code,rtk,multi-file-rename-migration,3,false,false,false,false,69651,35602,1437,31554,0,68593,0.229712,0.17801000,0.03592500,0.21393500,-16368,-31.34,-0.03869000,-22.08
claude-code,caveman,multi-file-rename-migration,3,false,false,false,false,59604,31851,1151,27425,0,60427,0.2017425,0.15925500,0.02877500,0.18803000,-8202,-15.71,-0.01278500,-7.30
claude-code,baseline,feature-add-small,3,false,false,false,false,40104,20293,752,16791,0,37836,0.1286605,0.10146500,0.01880000,0.12026500,0,0.00,0.00000000,0.00
claude-code,tokenwarden,feature-add-small,3,false,false,false,false,38616,22604,673,18706,0,41983,0.139198,0.11302000,0.01682500,0.12984500,-4147,-10.96,-0.00958000,-7.97
claude-code,context-mode,feature-add-small,3,false,false,false,false,68739,50795,782,45056,0,96633,0.296053,0.25397500,0.01955000,0.27352500,-58797,-155.40,-0.15326000,-127.44
claude-code,rtk,feature-add-small,3,false,false,false,false,43055,22108,778,18475,0,41361,0.1392275,0.11054000,0.01945000,0.12999000,-3525,-9.32,-0.00972500,-8.09
claude-code,caveman,feature-add-small,3,false,false,false,false,78082,56716,1485,50218,0,108419,0.345814,0.28358000,0.03712500,0.32070500,-70583,-186.55,-0.20044000,-166.67
claude-code,baseline,refactor-no-behavior-change,3,false,false,false,false,39663,20416,785,17482,0,38683,0.130446,0.10208000,0.01962500,0.12170500,0,0.00,0.00000000,0.00
claude-code,tokenwarden,refactor-no-behavior-change,3,false,false,false,false,42141,22944,783,19429,0,43156,0.14400949999999998,0.11472000,0.01957500,0.13429500,-4473,-11.56,-0.01259000,-10.34
claude-code,context-mode,refactor-no-behavior-change,3,false,false,false,false,50670,50873,749,45654,0,97276,0.295917,0.25436500,0.01872500,0.27309000,-58593,-151.47,-0.15138500,-124.39
claude-code,rtk,refactor-no-behavior-change,3,false,false,false,false,43316,22194,764,18835,0,41793,0.1394875,0.11097000,0.01910000,0.13007000,-3110,-8.04,-0.00836500,-6.87
claude-code,caveman,refactor-no-behavior-change,3,false,false,false,false,36003,24314,574,20363,0,45251,0.1461015,0.12157000,0.01435000,0.13592000,-6568,-16.98,-0.01421500,-11.68
claude-code,baseline,code-review-diagnosis,3,false,false,true,false,131208,80802,3073,77249,0,161124,0.5194595,0.40401000,0.07682500,0.48083500,0,0.00,0.00000000,0.00
claude-code,tokenwarden,code-review-diagnosis,3,false,false,true,false,62318,17046,1347,13729,0,32122,0.1257695,0.08523000,0.03367500,0.11890500,129002,80.06,0.36193000,75.27
claude-code,context-mode,code-review-diagnosis,3,false,false,true,false,73843,37701,1052,33369,0,72122,0.23148950000000001,0.18850500,0.02630000,0.21480500,89002,55.24,0.26603000,55.33
claude-code,rtk,code-review-diagnosis,3,false,false,true,false,88604,17244,1971,14074,0,33289,0.142532,0.08622000,0.04927500,0.13549500,127835,79.34,0.34534000,71.82
claude-code,caveman,code-review-diagnosis,3,false,false,true,false,50532,18233,979,14474,0,33686,0.12287699999999999,0.09116500,0.02447500,0.11564000,127438,79.09,0.36519500,75.95
claude-code,baseline,docs-from-code,3,false,false,true,false,37513,19621,742,16894,0,37257,0.125102,0.09810500,0.01855000,0.11665500,0,0.00,0.00000000,0.00
claude-code,tokenwarden,docs-from-code,3,false,false,false,false,35193,16379,638,13083,0,30100,0.10438650000000002,0.08189500,0.01595000,0.09784500,7157,19.21,0.01881000,16.12
claude-code,context-mode,docs-from-code,3,false,false,false,false,48096,37555,765,33105,0,71425,0.22345250000000003,0.18777500,0.01912500,0.20690000,-34168,-91.71,-0.09024500,-77.36
claude-code,rtk,docs-from-code,3,false,false,false,false,68485,28607,1424,24670,0,54701,0.19097,0.14303500,0.03560000,0.17863500,-17444,-46.82,-0.06198000,-53.13
claude-code,caveman,docs-from-code,3,false,false,false,false,36989,17741,635,14015,0,32391,0.1115875,0.08870500,0.01587500,0.10458000,4866,13.06,0.01207500,10.35
